country,lat,long
US,40.5377,-105.0546
NL,51.7502,5.5076
US,27.818,-82.734
CA,45.5365,-73.6242
US,41.8719,-87.6589
BE,51.2192,4.3917
NL,52.352,4.9392
NL,51.9968,4.2057
DE,49.9758,9.152
GB,51.4809,0.0832
DE,50.1169,8.6837
US,34.5563,-117.3528
DE,51.5332,6.9632
US,28.2733,-81.1999
DE,50.1169,8.6837
SG,1.2872,103.8507
CA,43.6319,-79.3716
IE,53.3382,-6.2591
CH,47.3643,8.5437
FI,60.1719,24.9347
DE,50.4777,12.3649
BE,50.8534,4.347
IN,19.0748,72.8856
NL,52.5066,4.6597
IT,43.8141,10.672
US,29.7912,-95.4182
DE,50.9626,11.9708
US,39.018,-77.539
FI,61.0636,28.189
NO,60.7185,11.2025
US,38.9321,-94.4983
LT,55.4167,24.0
DE,50.4777,12.3649
US,42.8133,-70.8814
DE,50.005,8.2693
IE,53.3382,-6.2591
US,33.4656,-111.9956
DE,49.4423,11.0191
FR,43.1263,5.9257
BE,51.2069,4.4432
CH,47.3614,8.4899
US,34.0003,-118.2978
FI,60.1719,24.9347
FR,48.8582,2.3387
US,38.894,-77.0365
FI,61.0636,28.189
SG,1.314,103.6839
JP,34.3727,132.5072
SG,1.2864,103.8503
US,40.9451,-74.2531
HK,22.2842,114.1759
US,39.6293,-75.6583
US,42.9656,-85.65
DE,50.4777,12.3649
NL,52.3824,4.8995
US,34.2326,-118.5481
CA,43.5983,-79.6958
TH,13.7499,100.517
US,35.9937,-115.2867
ES,40.4153,-3.694
DE,49.4423,11.0191
MY,2.5,112.5
US,38.9841,-77.3672
HU,47.5,19.0412
EE,59.4381,24.7369
US,37.751,-97.822
US,41.5492,-84.1416
DE,50.1169,8.6837
DE,52.3775,9.7123
RS,45.6162,20.0341
DE,49.7894,9.9262
RU,55.7386,37.6068
GB,51.5088,-0.093
CA,43.6547,-79.3623
KR,37.5521,126.9505
US,36.1685,-115.1164
US,39.9816,-105.2559
NL,52.4605,4.8046
DE,52.4619,13.538
SG,1.314,103.6839
RU,55.0386,82.9425
BR,-23.695,-46.5616
DE,50.4777,12.3649
FR,48.8582,2.3387
US,39.6888,-105.156
CZ,49.2105,16.5693
RU,55.7487,37.6187
IT,37.7325,15.2098
US,33.93,-117.9477
US,34.0544,-118.244
CA,46.2629,-63.0142
FR,48.8582,2.3387
US,29.4614,-98.7468
US,40.8364,-74.1403
FI,60.1719,24.9347
FR,47.8357,-3.3942
DE,50.4777,12.3649
US,33.9385,-78.7331
FR,48.8582,2.3387
DK,57.0421,9.9145
NL,52.3759,4.8975
DE,51.1864,6.8624
DE,50.4777,12.3649
CA,50.287,-107.8032
DE,51.2993,9.491
US,26.5698,-81.8695
CH,47.1841,7.7168
FI,61.0636,28.189
DE,51.1864,6.8624
DE,49.2094,7.0217
RU,55.7386,37.6068
NL,51.9391,4.2726
KR,37.5658,126.978
US,39.0469,-77.4903
FR,48.8582,2.3387
US,40.194,-75.4504
FI,60.1719,24.9347
ZA,-29.0,24.0
NL,53.2145,6.5751
US,32.8404,-97.2285
US,29.8738,-95.5233
FR,48.8582,2.3387
US,40.8364,-74.1403
US,40.5511,-74.4606
US,41.6015,-93.6127
CH,47.0207,7.4846
NL,52.6958,6.1956
TH,18.8514,99.0412
SG,1.314,103.6839
DK,57.0421,9.9145
FR,48.8582,2.3387
US,30.5875,-97.8535
US,30.1902,-98.0867
GB,51.7829,-1.4493
NL,51.9968,4.2057
CH,47.3643,8.5437
CA,45.4962,-73.8234
DE,50.4777,12.3649
CH,46.8089,7.1626
FR,48.8582,2.3387
US,28.6344,-81.6221
US,35.9806,-78.8426
US,34.1151,-83.5749
US,41.2591,-95.8517
FR,47.2113,-1.504
GB,51.6548,0.3165
SG,1.3665,103.9681
FR,48.8582,2.3387
US,40.8019,-73.9285
CA,43.6319,-79.3716
US,21.2817,-157.825
DE,50.4777,12.3649
DE,50.4777,12.3649
TW,25.053,121.5259
FR,48.8582,2.3387
US,37.751,-97.822
DE,50.1169,8.6837
US,40.4422,-79.9927
DE,50.4777,12.3649
US,39.642,-104.8958
US,45.9497,-108.599
US,34.029,-118.4005
US,28.9107,-81.1957
SG,1.2872,103.8507
FI,60.1719,24.9347
FR,43.0966,5.88
US,45.8486,-119.2848
FR,48.8582,2.3387
CH,46.2052,6.142
FR,47.7463,7.3276
US,34.0515,-118.2707
GB,51.4032,-0.9206
SG,1.2872,103.8507
RU,55.7386,37.6068
CA,43.6547,-79.3623
DK,55.2146,10.6052
KR,35.2342,128.8777
SE,59.3274,18.0653
DE,50.4777,12.3649
US,39.2487,-84.3457
DE,49.4423,11.0191
NZ,-39.4952,176.8766
DE,52.5196,13.4069
CA,43.6319,-79.3716
DE,52.2602,10.4976
US,40.7592,-111.8875
NO,59.905,10.7487
FR,48.8582,2.3387
US,34.069,-118.1461
EE,58.3891,24.4983
RU,45.0355,38.975
US,33.9779,-118.4525
NL,52.352,4.9392
NZ,-36.8869,174.769
NZ,-45.8979,170.4908
US,41.2591,-95.8517
ES,43.0491,-2.1907
US,42.3649,-71.0987
IT,43.5939,13.5086
IT,45.4992,12.1054
US,38.9392,-77.0584
ES,39.2051,-0.3141
NO,63.2985,10.495
AU,-33.8601,151.2101
DE,50.1169,8.6837
FI,60.1719,24.9347
US,37.2849,-80.0701
CA,43.6319,-79.3716
CA,43.6547,-79.3623
HK,22.2578,114.1657
KR,37.5658,126.978
CZ,48.9486,14.5283
MX,25.6677,-100.2514
US,40.5834,-111.7467
US,34.0609,-118.2414
DE,49.4423,11.0191
US,36.1579,-86.8608
FR,48.5848,7.7419
FI,60.1719,24.9347
NL,52.3759,4.8975
US,39.018,-77.539
SG,1.3667,103.8
US,39.0469,-77.4903
DE,50.1169,8.6837
US,37.751,-97.822
US,40.7964,-74.0203
US,41.2591,-95.8517
HK,22.2842,114.1759
US,35.1063,-114.5925
PL,52.2487,20.9666
DE,50.4777,12.3649
US,47.4714,-122.2203
DE,51.2993,9.491
DE,50.4777,12.3649
IN,12.9753,77.591
US,39.9218,-75.268
US,28.7115,-81.5135
US,30.4522,-95.71
US,39.808,-86.3169
US,28.4566,-80.7978
RU,55.7386,37.6068
US,33.4413,-112.0421
HK,22.2578,114.1657
IM,54.1475,-4.4825
CA,43.6319,-79.3716
CA,45.3161,-73.8736
FR,47.8884,7.2866
DE,50.4777,12.3649
CA,43.6319,-79.3716
GB,51.5081,-0.1278
SE,55.918,14.2861
SK,48.1504,17.1081
US,40.1571,-75.8918
US,25.7701,-80.1928
US,38.7591,-77.0924
US,38.6364,-90.1985
CH,47.0517,8.3303
US,40.7964,-74.0203
KR,37.5658,126.978
US,34.3975,-118.5568
US,42.2958,-71.3018
US,40.8364,-74.1403
US,43.0729,-70.8052
US,40.7126,-74.0066
DE,51.1864,6.8624
AT,47.8979,13.1385
US,43.6502,-116.4343
GB,52.4867,-1.8989
DE,51.2993,9.491
BE,50.7932,4.1139
SG,1.2872,103.8507
RU,55.468,37.6915
NL,52.5378,5.6966
US,30.4522,-95.71
US,37.751,-97.822
US,35.9359,-79.9395
US,34.1078,-84.5026
JP,35.0203,135.7602
US,36.1685,-115.1164
FR,48.8582,2.3387
CA,43.3802,-79.7626
NL,52.3824,4.8995
US,37.3388,-121.8916
DE,50.1169,8.6837
US,42.2309,-88.3379
US,42.3695,-83.4769
US,40.6187,-80.5773
DE,52.5196,13.4069
DE,50.5654,10.4106
US,36.1685,-115.1164
US,37.7007,-97.4383
FR,48.8138,2.3873
US,46.6099,-112.0244
FR,48.9742,8.1851
CA,43.6319,-79.3716
FI,60.1719,24.9347
DE,51.2993,9.491
DE,50.4777,12.3649
CH,47.3682,8.5671
GB,51.5088,-0.093
DE,50.4777,12.3649
GB,50.8544,-1.002
GB,51.5088,-0.093
DE,50.4777,12.3649
IE,53.3382,-6.2591
US,32.8954,-105.948
AU,-37.8269,144.9881
US,40.0893,-75.396
DE,51.1864,6.8624
DE,49.4527,11.0783
US,61.1901,-149.9361
KR,35.6557,128.4127
RU,56.8469,60.6137
DE,51.2993,9.491
RU,55.9155,37.8263
SE,55.6078,12.9982
DE,50.4777,12.3649
US,40.9012,-74.5143
US,47.6859,-122.2994
US,45.4902,-93.2477
US,40.6763,-73.9492
US,39.0469,-77.4903
UA,50.458,30.5303
US,37.751,-97.822
FI,60.1792,24.7349
FR,48.9742,8.1851
DE,50.4777,12.3649
DE,49.0078,8.4001
GB,51.5435,-0.1733
FR,48.8582,2.3387
IT,45.4722,9.1922
DE,50.4777,12.3649
DE,51.2993,9.491
AU,-33.8715,151.2006
FR,43.6107,3.8809
US,38.9609,-77.3429
DE,51.1864,6.8624
US,30.2971,-97.8181
PT,38.7219,-9.1398
DE,49.4423,11.0191
ES,40.4153,-3.694
US,29.4187,-98.6882
DE,52.6081,8.3601
DE,49.0078,8.4001
US,37.751,-97.822
BG,42.696,23.332
US,42.8864,-78.8784
US,41.6015,-93.6127
FI,60.1719,24.9347
DE,50.4777,12.3649
US,37.751,-97.822
FI,60.1719,24.9347
US,39.0469,-77.4903
DE,50.4777,12.3649
PT,38.7584,-9.2495
US,42.9767,-78.7959
AU,-28.0697,153.3907
US,38.3752,-81.8314
SE,59.3274,18.0653
MD,47.0042,28.8574
FR,48.8582,2.3387
LT,55.4167,24.0
SG,1.2872,103.8507
FR,48.8558,2.3494
TH,13.5989,100.5997
GB,51.5828,-0.3448
GB,51.4964,-0.1224
NL,52.352,4.9392
DE,50.1169,8.6837
US,34.1563,-118.0868
JP,35.8859,136.1694
US,40.7592,-111.8875
US,39.018,-77.539
DE,50.0971,8.5952
RO,45.9968,24.997
IT,45.0729,7.689
DE,50.1169,8.6837
MX,20.5277,-103.4101
US,40.7592,-111.8875
FR,48.9163,2.3869
CA,48.416,-68.5979
US,37.3388,-121.8916
SG,1.314,103.6839
US,39.9714,-86.1295
US,38.894,-77.0365
CA,45.3161,-73.8736
FI,60.1719,24.9347
KR,37.4585,126.7015
US,41.0416,-73.9572
US,33.3789,-112.026
US,41.0537,-85.2513
US,34.4702,-117.1881
DE,51.1864,6.8624
BE,50.8534,4.347
DE,52.4943,13.3263
US,42.4945,-71.0715
US,43.2585,-77.6695
FI,60.1719,24.9347
AE,25.7935,55.944
DZ,36.8866,6.905
DE,49.4622,11.072
FR,43.3039,5.3937
US,39.0469,-77.4903
DE,50.1169,8.6837
HK,22.2842,114.1759
BE,50.8534,4.347
US,26.5355,-80.1098
DE,50.1169,8.6837
FR,48.8582,2.3387
GR,37.9842,23.7353
US,38.6364,-90.1985
GB,51.6327,-3.9449
US,28.0109,-82.4948
DE,52.4941,13.4272
FI,60.1719,24.9347
US,42.417,-88.9995
US,38.8463,-77.4667
FI,60.1719,24.9347
PT,37.1415,-8.02
GB,51.5368,-0.6718
CA,45.5063,-73.5794
US,45.5999,-121.1871
FI,60.1719,24.9347
IN,12.9753,77.591
NL,52.3824,4.8995
DE,51.2993,9.491
US,32.7104,-117.0528
FR,49.1193,6.1702
SE,59.3247,18.056
DE,49.4527,11.0783
FI,60.1719,24.9347
ZA,-33.9258,18.4259
AR,-36.0,-59.9964
FI,60.1719,24.9347
DE,50.4777,12.3649
FI,60.1719,24.9347
EE,59.0,26.0
DE,51.2993,9.491
IE,53.3037,-6.1831
IT,45.4722,9.1922
GT,14.6419,-90.5133
NL,52.3824,4.8995
DE,49.4423,11.0191
US,42.0834,-71.3967
IT,44.6534,10.9231
CH,47.0551,8.6171
DE,49.4527,11.0783
DE,51.1864,6.8624
US,28.0475,-82.6148
FI,60.1719,24.9347
US,32.9376,-97.0829
AU,-37.8269,144.9881
US,46.9997,-94.7195
RU,59.9417,30.3096
DE,51.2993,9.491
US,39.0469,-77.4903
LT,55.4167,24.0
DE,51.1864,6.8624
US,41.3747,-81.9132
DE,49.495,10.9453
US,42.13,-72.5804
FI,60.1719,24.9347
US,41.2591,-95.8517
RU,55.7487,37.6187
LT,55.4167,24.0
JP,35.6893,139.6899
KR,37.5176,126.9227
US,46.2515,-119.1034
DE,50.1169,8.6837
DE,50.4777,12.3649
US,41.2591,-95.8517
SE,57.7401,12.1037
DE,50.4777,12.3649
US,32.8608,-79.9746
AT,48.2049,16.3662
US,36.0861,-115.2541
US,47.6109,-122.3303
DE,51.1864,6.8624
RU,55.7487,37.6187
US,36.459,-86.6533
DE,50.4777,12.3649
GB,54.5746,-1.1927
GB,51.4964,-0.1224
DE,50.4777,12.3649
PL,52.1574,21.0126
SE,58.1922,12.7234
DE,50.4777,12.3649
AU,-27.7397,153.138
US,36.0588,-115.3104
US,37.751,-97.822
US,30.5875,-97.8535
NL,52.352,4.9392
KW,29.3706,47.9697
GB,51.5088,-0.093
TH,13.7101,100.4543
CN,34.7732,113.722
TH,18.7857,98.9736
DE,48.1223,11.5112
US,37.6736,-122.0944
BG,43.6221,22.6843
US,43.5912,-71.7368
US,47.6733,-122.3426
CA,50.9129,-114.1028
AE,25.0734,55.2979
GB,51.9045,-0.1984
FR,48.7184,2.5406
US,41.7969,-74.7526
AU,-37.8061,145.0015
DE,50.4777,12.3649
US,39.6873,-83.9384
US,43.0804,-88.0224
UA,50.458,30.5303
ZA,-33.8409,18.6566
NL,52.1994,5.374
BE,51.2198,4.4671
RU,52.0333,113.55
FR,48.9742,8.1851
NL,52.3891,4.6563
US,39.9625,-83.0061
DE,50.8397,12.9358
BE,50.8534,4.347
FI,60.1719,24.9347
US,42.3574,-71.0618
DE,50.4777,12.3649
DE,50.4777,12.3649
NL,52.2511,5.2537
US,34.0544,-118.244
UA,50.458,30.5303
US,47.5357,-122.3503
US,41.2591,-95.8517
DE,50.3847,8.0475
US,37.3931,-121.962
AT,47.1698,16.0045
US,33.6563,-112.1706
FR,48.8582,2.3387
FR,47.2711,-1.6207
GB,53.4036,-2.7475
IL,32.1045,34.9576
US,35.961,-78.9291
FR,48.8582,2.3387
GB,51.5828,-2.7588
CA,46.3633,-72.6143
DE,50.4777,12.3649
US,35.1936,-80.6865
US,40.8018,-72.8675
FR,48.8582,2.3387
CH,47.3643,8.5437
CA,48.4248,-123.3709
CA,50.3123,-122.8059
US,41.434,-73.1168
US,41.8957,-87.9435
DE,50.4777,12.3649
FI,60.1719,24.9347
FR,48.8558,2.3494
US,28.2062,-80.6874
BR,-3.8033,-42.4697
FR,48.9742,8.1851
FR,49.1193,6.1702
US,40.8518,-73.8705
CA,43.6547,-79.3623
CA,43.6319,-79.3716
CA,43.6319,-79.3716
AU,-37.8159,144.9669
DE,51.1864,6.8624
FI,60.1719,24.9347
FR,48.8558,2.3494
NL,52.3759,4.8975
AU,-27.3535,153.0643
DE,50.4777,12.3649
DE,51.2993,9.491
AU,-27.4683,153.0322
IN,19.0748,72.8856
US,45.8401,-119.705
PL,52.2556,20.9356
US,36.2473,-115.2821
US,37.5202,-122.2758
DE,49.4423,11.0191
IT,40.8449,14.2716
US,36.0774,-79.088
US,42.4257,-83.1522
US,40.5511,-74.4606
DE,50.4777,12.3649
AT,48.301,16.3448
NL,52.352,4.9392
US,47.7327,-122.6536
RU,55.7386,37.6068
SG,1.2872,103.8507
US,42.4539,-71.1414
GB,52.0625,-1.3429
FI,60.1719,24.9347
AT,48.1951,16.3483
SE,55.7037,13.1946
RU,59.9417,30.3096
DE,50.4777,12.3649
US,30.2108,-97.6547
NL,52.0758,4.2925
DE,52.0885,13.1707
DE,51.2993,9.491
PA,8.9948,-79.523
US,41.2591,-95.8517
DE,51.1864,6.8624
FR,48.8582,2.3387
UA,50.458,30.5303
SE,59.167,18.1458
CA,49.3164,-123.0572
DE,50.4777,12.3649
ES,41.4076,2.1709
JP,35.6837,139.6805
US,47.7178,-122.2999
US,30.1294,-95.4238
HK,22.2842,114.1759
DE,48.7383,9.2986
NL,52.352,4.9392
DE,50.4777,12.3649
US,39.7391,-104.9866
TR,41.0207,28.9285
GB,51.4964,-0.1224
AU,-37.8159,144.9669
GB,53.4804,-2.1862
QA,25.2925,51.5321
AU,-33.8715,151.2006
GB,51.4746,-0.2517
US,29.934,-95.613
US,45.0702,-93.4556
US,41.2591,-95.8517
DE,50.111,8.1912
US,40.8364,-74.1403
DE,50.4777,12.3649
CA,45.4995,-73.5848
FR,48.9742,8.1851
FI,60.1719,24.9347
CN,34.7732,113.722
FR,48.8558,2.3494
CH,47.3823,8.5397
US,45.5397,-122.9638
DE,50.4777,12.3649
FI,60.1719,24.9347
DE,50.4777,12.3649
CZ,50.0948,14.4785
CA,45.5075,-73.5887
IE,53.3382,-6.2591
US,39.7277,-104.9815
FI,60.1717,24.9349
DE,50.1169,8.6837
CZ,50.0848,14.4112
RU,55.7487,37.6187
US,42.2314,-83.6344
US,35.7178,-78.8428
FR,48.8582,2.3387
DE,52.6197,10.0803
DE,51.5277,6.8572
CA,43.6547,-79.3623
US,45.5871,-122.3995
US,37.3931,-121.962
JP,35.6893,139.6899
UA,50.458,30.5303
CH,47.3643,8.5437
DE,50.1169,8.6837
NL,52.2497,6.1559
CN,39.911,116.395
NL,52.1479,4.6694
CA,43.9702,-80.016
US,34.4704,-89.2276
NZ,-42.0009,173.998
BG,43.2186,27.9123
CA,46.6275,-70.9759
US,40.8364,-74.1403
US,34.0121,-117.6883
CA,45.3161,-73.8736
IL,32.0804,34.7807
US,33.5119,-101.9316
TW,25.053,121.5259
DE,50.1169,8.6837
US,41.8733,-88.1163
US,43.1899,-89.2185
US,45.5397,-122.9638
AT,46.6184,13.9298
TW,24.8065,120.9706
US,32.8608,-79.9746
JP,35.6893,139.6899
DE,49.4527,11.0783
KR,37.5658,126.978
LT,54.6876,25.2806
RU,55.7386,37.6068
DE,51.1864,6.8624
US,38.6438,-77.3451
FR,48.9163,2.3869
DE,49.9874,8.4232
US,41.8759,-72.7989
DE,50.4777,12.3649
US,39.0469,-77.4903
GB,51.5064,-0.02
BE,50.8713,4.3758
DE,49.4423,11.0191
US,43.3058,-100.6582
US,36.1459,-95.8514
DE,51.6156,7.5198
CH,47.1449,8.1551
GB,52.2713,-1.8875
FR,46.5874,0.3332
DE,52.3724,9.7413
DE,51.2993,9.491
VN,16.1667,107.8333
RU,55.7487,37.6187
US,38.894,-77.0365
BR,-25.5026,-49.2908
US,34.1563,-118.0868
NO,59.9549,10.9953
ID,-6.2114,106.8446
US,39.7272,-121.8129
US,37.78,-122.465
DE,50.0812,8.6411
SE,55.6078,12.9982
US,46.7952,-96.8332
US,27.8044,-82.2759
FO,62.0,-7.0
US,28.0056,-82.1122
RU,53.3597,83.758
FR,48.3015,-0.6181
US,40.7964,-74.0203
IT,45.4722,9.1922
FI,61.0636,28.189
KR,37.5639,127.0188
NO,59.2543,9.4849
US,39.0469,-77.4903
JP,35.6893,139.6899
US,45.5496,-122.8293
DE,50.4777,12.3649
SE,59.3274,18.0653
US,40.5511,-74.4606
US,47.8302,-122.3331
US,37.7794,-122.4176
DE,50.0432,8.2408
US,45.5999,-121.1871
FR,48.8582,2.3387
US,44.0645,-123.1461
CH,47.3643,8.5437
GB,51.5088,-0.093
AT,48.2048,16.3801
CZ,49.5307,15.6669
US,33.5211,-86.7706
GB,51.5773,-0.3278
KZ,43.25,76.9167
ZA,-29.8553,31.0428
DE,50.1169,8.6837
CH,47.3643,8.5437
US,39.8655,-86.122
FI,60.1719,24.9347
FR,48.9163,2.3869
GB,51.5081,-0.1278
US,33.7855,-84.3612
SG,1.3552,103.8859
DE,48.2003,11.5718
FI,60.1719,24.9347
SE,59.856,17.6403
BG,42.6826,23.3223
DE,50.4777,12.3649
US,31.0685,-97.3918
US,37.751,-97.822
TW,25.053,121.5259
CH,47.3643,8.5437
CA,43.6547,-79.3623
FI,60.1719,24.9347
SG,1.2872,103.8507
NO,59.9463,10.7541
KR,37.3104,127.0672
US,39.9625,-83.0061
US,32.8608,-79.9746
FR,48.8582,2.3387
BG,42.6826,23.3223
CA,43.6319,-79.3716
PT,41.5515,-8.4204
DE,49.495,10.9453
US,40.7964,-74.0203
CN,36.061,120.3814
CA,53.488,-113.4797
FR,48.8582,2.3387
US,30.424,-97.7932
DE,49.4423,11.0191
DE,50.4777,12.3649
CH,47.425,8.6378
CH,47.1449,8.1551
CY,34.9165,33.6272
NL,52.1215,4.4565
JP,35.6893,139.6899
US,29.7228,-95.4251
US,47.6759,-117.1182
MY,3.1069,101.7136
US,39.0469,-77.4903
US,42.4947,-70.8499
FI,60.1719,24.9347
US,34.0544,-118.244
HU,47.4919,19.05
RU,55.7386,37.6068
BG,42.696,23.332
PL,52.2963,20.8222
US,42.1246,-71.1149
US,39.9625,-83.0061
FR,48.8558,2.3494
HK,22.3539,114.1342
FI,60.1719,24.9347
DE,50.1169,8.6837
CZ,49.2034,16.6968
RU,56.0267,92.9077
CA,43.8784,-79.2642
CH,47.3777,8.5237
PL,52.2914,21.0387
FR,48.8582,2.3387
IN,19.0748,72.8856
DE,50.4777,12.3649
US,47.3667,-122.1249
US,37.751,-97.822
GB,51.3873,-0.1596
ZA,-26.2309,28.0583
TH,13.7101,100.4543
FR,48.8582,2.3387
US,41.6156,-87.5295
FI,61.4966,23.7831
DE,50.1169,8.6837
US,32.9412,-97.1342
BE,51.0198,4.2039
BG,42.6826,23.3223
DE,50.4777,12.3649
NL,51.816,4.664
AU,-27.4732,153.0215
FI,60.1719,24.9347
US,30.2424,-97.767
US,45.8401,-119.705
CA,45.5075,-73.5887
CH,47.3643,8.5437
US,41.4453,-81.6991
NO,59.905,10.7487
US,39.018,-77.539
FI,60.1719,24.9347
US,38.6364,-90.1985
NL,52.0963,5.1193
CH,47.3512,8.5011
FR,48.8582,2.3387
CH,47.3643,8.5437
TH,13.7994,100.5337
CH,46.2052,6.142
FR,50.6375,3.0542
US,35.8846,-78.6385
FI,60.1719,24.9347
FI,60.1717,24.9349
LU,49.7498,6.1661
FI,66.4923,25.7137
US,39.018,-77.539
JP,35.6893,139.6899
SG,1.314,103.6839
US,33.9547,-118.212
DE,48.767,9.1827
DE,49.4527,11.0783
US,36.1685,-115.1164
FI,60.1719,24.9347
US,28.0684,-82.7593
CA,45.5075,-73.5887
CA,51.023,-114.0718
BH,26.0333,50.55
CH,47.1725,7.5763
FR,48.8582,2.3387
US,41.0537,-85.2513
DE,51.1864,6.8624
FI,60.1719,24.9347
SE,59.3274,18.0653
DE,53.1671,8.2318
NL,51.8883,4.4825
NL,52.3759,4.8975
DE,50.1823,8.924
FI,60.1719,24.9347
US,39.0469,-77.4903
FI,60.1719,24.9347
DE,50.4777,12.3649
IE,53.3382,-6.2591
IT,41.8905,12.5127
DE,50.3908,8.0641
FR,48.8582,2.3387
US,41.5922,-88.066
FR,48.8558,2.3494
NL,52.3824,4.8995
NO,59.7531,10.1419
FI,60.1719,24.9347
CZ,50.0687,14.3947
US,33.5922,-112.0029
FR,48.8582,2.3387
US,32.6256,-97.3632
US,38.6364,-90.1985
US,42.2967,-85.2066
DE,50.4777,12.3649
CA,43.4419,-80.4216
US,33.7838,-84.4455
FR,48.8582,2.3387
FR,49.2971,-0.3912
FI,60.1719,24.9347
US,47.7674,-117.3549
NL,52.3759,4.8975
CA,43.6319,-79.3716
DE,50.4777,12.3649
DE,50.4777,12.3649
US,41.2591,-95.8517
CZ,50.0883,14.4124
PL,52.3912,16.7946
FI,60.1719,24.9347
US,39.9625,-83.0061
DE,50.4777,12.3649
DE,51.2993,9.491
NL,52.0448,4.6543
MY,2.5,112.5
HU,47.5,19.0412
CH,47.2087,8.7599
AU,-31.8103,115.7946
FI,60.1719,24.9347
BR,-22.8951,-47.0439
ES,40.4092,-3.6455
BG,42.6826,23.3223
RO,44.4291,26.1006
US,38.1215,-97.894
FI,60.1719,24.9347
CZ,49.5864,17.2537
US,29.6959,-82.4042
NL,52.6958,6.1956
US,37.3931,-121.962
PL,50.8667,20.6279
US,38.6287,-90.1988
US,41.2709,-73.6857
US,37.751,-97.822
DE,53.1715,8.0408
US,42.2807,-83.7801
AU,-33.8978,151.1899
US,34.0544,-118.244
US,45.8613,-108.9279
US,42.4881,-71.2758
GB,51.5368,-0.6718
AU,-33.8715,151.2006
US,29.4608,-95.0513
DE,50.4777,12.3649
GB,51.5435,-0.1733
US,33.9924,-118.3991
US,40.8364,-74.1403
GB,51.1698,0.4424
DE,50.4777,12.3649
FI,60.1719,24.9347
US,41.2591,-95.8517
DE,51.2993,9.491
NL,52.0775,5.0599
FI,60.1719,24.9347
US,47.3066,-122.2619
DE,50.1169,8.6837
US,47.3066,-122.2619
AT,47.2637,11.4016
US,44.8522,-93.7786
US,38.3048,-85.5865
US,40.6152,-96.6276
JP,35.688,139.7533
US,33.2487,-111.6343
GB,51.5088,-0.093
FR,48.8582,2.3387
US,37.751,-97.822
FI,60.1719,24.9347
FR,48.8582,2.3387
US,40.5912,-83.1258
CN,34.7732,113.722
FR,48.8582,2.3387
CA,43.6319,-79.3716
FI,60.1719,24.9347
US,39.0469,-77.4903
CH,47.394,8.445
US,45.6378,-122.5239
RU,59.9417,30.3096
CA,49.812,-119.5076
FI,60.1719,24.9347
CA,45.7077,-73.6147
FR,48.8558,2.3494
FR,48.9163,2.3869
CN,30.2943,120.1663
SI,46.5554,15.6465
US,45.5999,-121.1871
DE,50.1169,8.6837
ES,42.508,-8.6625
AU,-33.973,151.2375
NL,53.2145,6.5751
FI,60.1719,24.9347
US,38.7609,-77.1553
DE,51.1864,6.8624
TR,41.0214,28.9948
DE,51.9893,8.791
FR,48.8582,2.3387
US,40.144,-84.2383
DE,50.1169,8.6837
US,30.0774,-99.2403
FR,48.8582,2.3387
CA,43.709,-79.4057
IE,52.8451,-8.9878
PA,9.0,-80.0
US,45.5999,-121.1871
DE,50.1169,8.6837
IT,45.7774,11.7978
ID,-6.175,106.8286
CH,47.3643,8.5437
DE,49.4527,11.0783
AT,48.3074,14.285
JP,35.6893,139.6899
FI,60.1719,24.9347
DE,47.9126,11.4192
FI,60.1719,24.9347
US,39.0469,-77.4903
US,39.9625,-83.0061
PL,50.0335,19.9631
BE,50.8534,4.347
AT,48.301,16.3448
DE,50.9977,11.052
MD,47.0042,28.8574
US,34.1649,-119.172
US,42.0305,-88.3781
US,41.9209,-87.7043
RU,55.7386,37.6068
DE,50.4777,12.3649
AU,-33.8715,151.2006
US,38.7082,-121.3299
IT,45.4722,9.1922
US,39.0469,-77.4903
DE,49.9912,8.241
US,39.1333,-100.8638
NL,52.3824,4.8995
DE,50.4777,12.3649
US,37.3388,-121.8916
DE,51.1532,12.5823
BE,50.8534,4.347
US,43.1205,-89.3523
DE,51.2222,6.7788
US,37.7794,-122.4176
JP,35.688,139.7533
US,37.3931,-121.962
UA,50.458,30.5303
RU,43.5994,39.7289
NL,52.3759,4.8975
DE,50.4777,12.3649
FR,48.8582,2.3387
CA,45.5075,-73.5887
KR,37.661,126.8324
US,39.018,-77.539
GB,51.5368,-0.6718
FI,60.1719,24.9347
DE,50.4777,12.3649
US,37.751,-97.822
GB,51.22,-0.5022
ES,36.5141,-4.8834
SG,1.3024,103.7857
US,40.2746,-75.302
FI,60.1719,24.9347
FR,48.8582,2.3387
NL,52.3824,4.8995
DE,50.1169,8.6837
DE,49.4527,11.0783
US,45.6714,-111.0436
FR,48.8582,2.3387
US,37.751,-97.822
US,37.751,-97.822
FR,48.8582,2.3387
NO,59.9463,10.7541
FI,60.1719,24.9347
CH,47.3643,8.5437
FR,48.8582,2.3387
US,33.5917,-112.1131
JP,35.69,139.69
AU,-34.9274,138.6005
US,46.6099,-112.0244
AU,-27.3882,153.075
CH,46.9447,7.4651
US,37.751,-97.822
US,48.799,-122.4499
FR,48.3877,-4.4839
US,38.3955,-84.2906
US,37.3388,-121.8916
TW,25.053,121.5259
IN,19.0748,72.8856
US,42.8704,-85.6682
GB,51.5245,-0.1567
SE,56.1349,12.9349
HK,22.2842,114.1759
NL,52.352,4.9392
IT,45.4722,9.1922
